video_id,title,title_len,desc_len,emoji_count,tag_count,published_hour,views,likes,comments,view_like_ratio,channel_subs,has_caption,definition,topic_categories,url
zB7reMxnG4w,best food for cockatiels lovers 😋 ❤️ #birds #babybirds #cockatielchicks #viral #trending #reels,95,0,9,0,6,262,18,0,6.87,2480,0,hd,"Food,Hobby,Lifestyle,Pet",https://www.youtube.com/shorts/zB7reMxnG4w
nIUAw1m176w,how to wash strawberries🍓🫶 #foryou #food #strawberry #bestfood #subscribe #shorts #viral #trending,98,0,10,0,7,2725,15,0,0.55,311,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/nIUAw1m176w
cIkn3RlhgKM,"WHEN IT COMES TO COOKING, WE DO OUR BEST #food #chickenpilau #cookingfood",73,0,3,0,13,70,2,0,2.86,615,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/cIkn3RlhgKM
_W6Cp-i_BNU,best food for your body craving,31,56,0,0,18,16,4,0,25.0,6,0,hd,Health,https://www.youtube.com/shorts/_W6Cp-i_BNU
3kv34t-I1MA,where is the best food is here #burjkhalifa #music #like #love #burj #burjpark #sheikhzayedmosque,97,0,7,0,19,12,0,0,0.0,152,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/3kv34t-I1MA
clc0ncrHZBI,TOP—5. Best Food Dehydrators 2026,33,0,1,9,22,77,0,0,0.0,2990,0,hd,Food,https://www.youtube.com/shorts/clc0ncrHZBI
tdncKMIqYGA,Best food of the chajor 🫘🫘#bestfood #freefire #4kvideo #trendingshorts #,72,0,7,0,11,2,0,0,0.0,64,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/tdncKMIqYGA
VPvCbiWSqOY,"""Best Combo Ever: Chaap & Roti"" 🤝 #youtubeshorts #trending #love #travel #food",78,408,10,0,12,1436,12,0,0.84,16,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/VPvCbiWSqOY
JRdQ_E3yi-4,"Vietnamese banana cake with coconut milk, the best. #food #youtube #vietnamcountry #banana  #coconut",100,0,5,0,4,347,1,0,0.29,27,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/JRdQ_E3yi-4
DWvnDKZC9Ok,Best High-Quality Protein Foods for Americans 🇺🇸 | Build Muscle & Stay Strong #ProteinFoods #shorts,99,912,7,5,1,1270,3,0,0.24,43,0,hd,"Food,Health,Lifestyle",https://www.youtube.com/shorts/DWvnDKZC9Ok
FGNzTfNJxs4,Best food for your body 💯😱👍,27,0,3,0,9,1119,28,0,2.5,38,0,hd,"Health,Lifestyle",https://www.youtube.com/shorts/FGNzTfNJxs4
RsGQIA_BWBY,Bangkok's Best Food - Local Flavors You Can't Miss,50,478,3,16,16,394,13,0,3.3,1560,0,hd,"Food,Lifestyle,Tourism",https://www.youtube.com/shorts/RsGQIA_BWBY
ImgjRc2rqAI,The best COOKIE on the planet? Part 3 #shorts,45,0,2,0,0,4970,326,9,6.56,984000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ImgjRc2rqAI
yt3SxIEWRMc,“Best Foods to Eat During Pregnancy” #baby #viral #healthyparenting #pregnancy #love #food,90,0,8,0,16,25,4,0,16.0,11,0,hd,"Health,Lifestyle",https://www.youtube.com/shorts/yt3SxIEWRMc
4Yyg_70UYzc,two best food in World,22,0,0,0,5,1040,9,1,0.87,8,0,hd,Hip hop music,https://www.youtube.com/shorts/4Yyg_70UYzc
mLFYYKLmIuM,strawberry 🍓 #foryou #food #subscribe #strawberry #subscribe #trending #fress #bestfood #fruits #lov,100,0,11,0,13,1369,18,0,1.31,311,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/mLFYYKLmIuM
woq1P9YmPPU,Best food ever of my life 😋 #foodlover #foodieaazad #fastfood#youtubeshorts #youtubeshorts,90,877,6,0,11,24,5,0,20.83,7,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/woq1P9YmPPU
ONQUU8J8ojI,Fried Gyoza  #foryoupage  #food  #bestfood,42,1779,3,0,16,4,1,0,25.0,0,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ONQUU8J8ojI
Fjgdr1fEe_A,Rajasthani food is best food #rajasthani #rajasthanifood #daal #Bhati#churma #viral #explore,92,49,7,0,16,7,3,0,42.86,3,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Fjgdr1fEe_A
Fqq66W_WRsA,NFC Best Food Cafe All friend subscriber my youtube channel,59,59,0,0,15,344,3,3,0.87,277,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Fqq66W_WRsA
7qOfDXc1Sto,Sisig is the best #food #cooking #everyone #followers,53,0,4,0,11,104,0,0,0.0,143,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/7qOfDXc1Sto
SAFoMD0al5c,​The Ultimate Sushi & Ramen Tour! 🍣 Is Japan the Best Food Country?HealthyEating #ViralVideo,92,392,6,0,18,0,0,0,0.0,0,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/SAFoMD0al5c
tSjoAUCQiPc,Best World Baker has Mid Croissant,34,318,0,0,18,568,10,0,1.76,218,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/tSjoAUCQiPc
lX9Z3SB0xHg,Best Food To Lemon&Fat burner #food #ai #viral,46,342,4,0,5,1324,0,0,0.0,107,0,hd,"Entertainment,Health",https://www.youtube.com/shorts/lX9Z3SB0xHg
UIT8oguh_yQ,idly recipe! best recipe YouTube short.#cooking #trending #idly #food #1million #saport,87,87,7,10,10,1005,12,5,1.19,142,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/UIT8oguh_yQ
gFR8qqnJEqY,Best food for common health problems 👀#healthylifestyle #health,63,1146,3,0,3,297,11,0,3.7,271,0,hd,"Health,Lifestyle",https://www.youtube.com/shorts/gFR8qqnJEqY
0Asn0kcBo3M,Ranking The Best Hibachi Moments #food #tiktok,46,0,2,0,22,135501,4406,124,3.25,96,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/0Asn0kcBo3M
BppkFyUgF2M,weight loss drink 😋 #monday #youtubeshorts #minivlog #viral #kannada #recipiesinkannada #best #food,99,0,9,0,5,64,7,0,10.94,24,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/BppkFyUgF2M
Plo8Ys3W3EY,khajur pak #best recipe #shorts#viral#reels#trending#ytshorts#easy recipe #food#Instantrecipe#,94,94,10,0,14,22,2,0,9.09,33,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Plo8Ys3W3EY
Z581_zl5XEs,Meat Lovers Paradise 🍖 Best Pork  Videos/Comfort Food for Meat Chinese noodles #shorts #ytshorts #yt,100,3512,5,0,15,3972,200,0,5.04,1440,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Z581_zl5XEs
lvSzTTelvP8,Best Food Eating Show 4k Video With ASMR Sound #asmr #food #shorts,66,984,3,30,12,28,0,0,0.0,876,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/lvSzTTelvP8
nBH1unmfUks,Best korean convenience store lunch😋 #food #foodie #foodlover #eating #yummy,76,0,6,0,2,14,0,0,0.0,22,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/nBH1unmfUks
2kXN7CilBFg,"are you looking for a best restaurants to eat, yummyyou food is here #shortvideo #viralvideo",92,0,2,0,15,1,1,0,100.0,24,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/2kXN7CilBFg
UeWKyNc-t6c,Sunday Best #currychicken #foodie,33,0,2,0,3,2289,65,3,2.84,358,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/UeWKyNc-t6c
o1t-YHJJ5hg,This Shawarma Should Be on Your Food Bucket List 🤯🔥 Best Shawarma Ever!#shawarma#bestshawarma#street,100,630,6,0,0,41,2,0,4.88,13,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/o1t-YHJJ5hg
WFUM2MjKnqU,Best Fermented Idli and sambhar good for health ✨️✨️😋😋😋#viral #idli #sambhar #food,82,0,11,0,13,1314,8,0,0.61,58,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/WFUM2MjKnqU
On8c_H-AJfs,"No Restaurant, No Fast food Centre. Best food in Tirumala  #annaprasadam #tirumala #tirupati #food",98,0,4,0,4,2402,72,1,3.0,506,0,hd,Lifestyle,https://www.youtube.com/shorts/On8c_H-AJfs
7sOq59EMhmw,ଦେଶୀ ପଖାଳ ଭାତ// Indian Best Food// #shortvideo #actresssumitraofficial #youtube #shorts,87,0,12,0,10,347,6,0,1.73,100000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/7sOq59EMhmw
6IrowX0uV0o,My Best Friend's Aiburovat ❤️🤗 #aiburobhat #bengali #biye #food #love #enjoy #ytshorts #viral,93,0,12,0,17,1261,19,0,1.51,108,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/6IrowX0uV0o
jHDYKhWQlL4,BISSAM CUTTACK RAYAGADA BEST VEG FAST FOOD CENTTRE,50,0,0,0,12,441,7,0,1.59,292,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/jHDYKhWQlL4
dLVlpNkOhP0,12 best food for healthy eyes,29,0,0,0,2,98,4,0,4.08,64100,0,hd,"Health,Lifestyle",https://www.youtube.com/shorts/dLVlpNkOhP0
pETVWIubIJQ,Best food for lactation #healthy #homemadereceipe #healthydiet #food #healthyfood #dietitiansana,96,0,6,0,5,160,2,0,1.25,34,0,hd,"Food,Health,Lifestyle",https://www.youtube.com/shorts/pETVWIubIJQ
sKLvHFl3oO4,best garnish cake #cake #birthday #food #viralshorts #tredingshorts,67,0,5,0,15,1587,30,0,1.89,89700,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/sKLvHFl3oO4
sL2hdOx5cSg,I found 2nd best history in Europe and best food in the world,61,0,0,0,15,1480,13,0,0.88,10,0,hd,Lifestyle,https://www.youtube.com/shorts/sL2hdOx5cSg
tICdQzrjESc,Best Food For Gut Health #aifacts #healthyfood #shorts,54,54,3,0,21,0,0,0,0.0,1,0,hd,Health,https://www.youtube.com/shorts/tICdQzrjESc
bfn6QtA4yuc,Best food in the world,22,0,0,0,21,4,1,0,25.0,12,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/bfn6QtA4yuc
Pv_XG6UneJw,Bohol Best Food Restaurant,26,113,0,0,10,84,0,0,0.0,384,0,hd,"Lifestyle,Tourism",https://www.youtube.com/shorts/Pv_XG6UneJw
sLb1nu8gymg,The best food for chickens #chicken #chickenfeed,48,0,2,0,4,677,2,0,0.3,1220,0,hd,,https://www.youtube.com/shorts/sLb1nu8gymg
KPfSkmyEL40,Best food combinations,22,0,0,0,12,29,3,0,10.34,3,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/KPfSkmyEL40
eExsGfRqp10,Top Foods That Can Help Lower Cholesterol #shorts,49,56,1,1,1,1745,22,0,1.26,29,0,hd,"Food,Health,Lifestyle",https://www.youtube.com/shorts/eExsGfRqp10
DcpGuLZYC7s,#food #howtomakewhitesaucepasta #bestfood #howtomakechocolateathome #bestfoodintheworld #foodie,95,0,6,0,7,960,30,0,3.12,767,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/DcpGuLZYC7s
TbrxTfki9Gg,Ranking Best Food Pranks Moments #food #prank #viralshorts #funny #ranking,74,342,5,8,19,22560,0,1,0.0,631,0,hd,"Entertainment,Humour",https://www.youtube.com/shorts/TbrxTfki9Gg
S7r6xtu0_ts,🎥 Best Food Storage Containers for 2025 | BiuLeon 40-Piece Set Review 🍱,71,713,4,45,18,0,0,0,0.0,3080,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/S7r6xtu0_ts
jTC7Tf58YQY,Peshawar most viral food #testy #food #viral,44,184,3,12,8,14385,211,0,1.47,209,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/jTC7Tf58YQY
pOREbkHjMv8,viral chili cheese loaded tater tots 🍟#recipe #shorts #cooking #tatertots #easyrecipe #snacks #food,99,574,8,0,1,311086,5647,47,1.82,32200,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/pOREbkHjMv8
5cbanOvAsPo,jelly chocolate #chocolate #chocobar #food #viral #chocolatedessert #trending #shorts #shortvideo,97,97,8,20,5,675339,2917,65,0.43,52300,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/5cbanOvAsPo
ehf-Q7sIJTQ,amazing fruit cutting skills🍋🥝🥑1125#shorts #viral#food#youtubeshorts#yt,71,0,8,0,0,15798,24,0,0.15,12700,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ehf-Q7sIJTQ
yCjHlyZwchw,Amazing fruit cutting design #fruit #shorts #usa #viral #food #trending #satisfying #cuttingskills,98,0,8,0,4,39470,89,0,0.23,14000,0,hd,"Hobby,Lifestyle",https://www.youtube.com/shorts/yCjHlyZwchw
eP1bQBAQFhc,Indian frozen meat cutting skills with machine skill#viral #food #india #usa #shorts #youtube,93,630,6,16,13,33735,63,0,0.19,237000,0,hd,Food,https://www.youtube.com/shorts/eP1bQBAQFhc
Y2wtY-kpRG0,"If he couldn't make an omelet, why did he start making flowers? 😱",65,32,3,0,14,2033181,0,1,0.0,363000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Y2wtY-kpRG0
D4BzH4Nfiic,I Love Solii ❤️ | Panipuri & Chocolate Love 😍 | Viral Food Shorts | #Shorts,75,635,8,0,13,31947,129,0,0.4,2040,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/D4BzH4Nfiic
UoglE0hFBZE,Amazing fruit cutting design #fruit #shorts #usa #viral #food #trending #satisfying #cuttingskills,98,0,8,0,4,32721,42,2,0.13,14000,0,hd,"Hobby,Lifestyle",https://www.youtube.com/shorts/UoglE0hFBZE
NdomQVUvEbQ,odiasong #lunchthali #odiathali #odia #food #foryou #recipe #viral #shorts #ytshorts #youtube #,95,0,11,0,7,14217,71,1,0.5,1520,0,hd,"Food,Lifestyle,Music of Asia",https://www.youtube.com/shorts/NdomQVUvEbQ
hSGBWsjSehw,sing if you would eat it: Greek edition #foodie #viral #food #youtubeshorts #fypviralシ #bigback,95,0,7,0,18,19782,446,49,2.25,17100,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/hSGBWsjSehw
f6fFE0L6PMM,Want to try my oranges? 😄#food #funny #shorts #viral #trending #video,69,0,8,0,10,22470,78,0,0.35,37000,0,hd,"Entertainment,Food",https://www.youtube.com/shorts/f6fFE0L6PMM
ya3ukC4CvN8,Healthy Salad recipe 😍😍❤️❤️… #shorts  #food #salad #viral #kalpanaskitchen,74,74,12,22,13,8261,190,3,2.3,910000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ya3ukC4CvN8
G489pBzQhRQ,Let’s try this viral cheese sweet potato 🍠 🧀 #food #japan ,58,0,5,0,0,4946,345,7,6.98,99900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/G489pBzQhRQ
7NL9LoB-SnA,Aaj bnaya chowmein || chowmein recipe || #youtube #food #recipe #viral #cooking,79,0,9,0,1,140036,4704,16,3.36,812000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/7NL9LoB-SnA
birQiiIaUi4,"Tool Item 🥰! New Viral Gadget, smart appliances, Kitchen Utensils/Home Inventions #shorts #gadgets",98,160,5,0,16,21879,0,0,0.0,880,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/birQiiIaUi4
-xcAWwl7rrY,if you eat these foods you will be away from various illnesses| #shorts #viral #foodfacts,89,366,4,4,12,14536,769,10,5.29,14500,0,hd,"Health,Lifestyle",https://www.youtube.com/shorts/-xcAWwl7rrY
iKWqolT8JTo,Things we all Hate 😂 #shorts #relatable #viral,46,46,4,0,13,1500438,5588,1,0.37,192000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/iKWqolT8JTo
L98UyhhTeDo,Top 10 amazing facts about food 🍇🥝 #amazingfacts #trendingshorts #shortsfeed #viral #shorts,91,126,7,0,12,16539,0,7,0.0,167000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/L98UyhhTeDo
o3slroK5iuQ,Top 10 amazing food facts 😱 that will blow your mind #shorts #facts #amazingfacts #viral,88,0,5,0,4,58145,354,1,0.61,2890,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/o3slroK5iuQ
VSSZK11r8II,Why Green Tea Tastes Bitter #lifehacks#food#didyouknow#facts#trending#viral#shorts#tea#cooking,94,3095,9,0,18,365719,1798,12,0.49,18100,0,hd,"Health,Lifestyle",https://www.youtube.com/shorts/VSSZK11r8II
N0NXONmYHjo,Viral dream cake #shorts #viral #trending #cake #recipe #food,61,154,6,0,12,11533,129,8,1.12,224000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/N0NXONmYHjo
orw6ebaX52E,Clean the fresh jelly out #delicious #food #yummy #shorts #youtubeshorts #tiktok #edit #viral,93,0,8,0,9,11463,11,1,0.1,268000,0,hd,Food,https://www.youtube.com/shorts/orw6ebaX52E
ZukNkumW-tM,ice cream strawberry roll viral 🤭⁉️#shorts #short #food #sifasafira #icecream #viral,84,0,9,0,11,61249,1133,212,1.85,104000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ZukNkumW-tM
O390euVHFRQ,Apna favourite foods khaoge and fir bhi rahoge!😃#viral #food #explore #favorite #like #subscribe #yt,100,2275,9,0,12,25349,187,0,0.74,1430,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/O390euVHFRQ
SGyzzDkK5bI,Quick & Delicious Veg Macaroni Soup in 10 Min! 🥄✨ #food #viral #shorts #trending #viralvideo,92,472,9,0,7,5155,0,40,0.0,1250,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/SGyzzDkK5bI
I-Q9pQfeQg0,Sunday lunch chicken with chapati #viral #lifestyle #minivlog #cooking #shortvideo,82,0,5,0,2,333865,4744,29,1.42,64200,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/I-Q9pQfeQg0
4xJBNI6crFU,Ultimate Cheesy Veg Sandwich | Viral Food Shorts #shorts #viral #snacks #sandwich #trending #food,97,940,7,26,13,9856,79,2,0.8,6970,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/4xJBNI6crFU
QeWMgRwECZ8,Top 10 amazing facts about food 🥑🥝 #amazingfacts #shortsfeed #viralvideos #shorts #viral #trending,98,135,8,0,2,25720,0,1,0.0,167000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/QeWMgRwECZ8
LW6GMePG6tI,Schezwan Manchurian Recipe Capsule | Instant Chinese Starter | Viral Food Hack 🔥,80,636,3,15,6,32940,193,11,0.59,78,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/LW6GMePG6tI
50nTrljvrik,Tricolour Food Thali 🇮🇳 Happy Republic Day to all 🇮🇳🇮🇳 #shorts #republicday #happyzodiavlogs,92,167,9,0,2,16347,481,9,2.94,5160,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/50nTrljvrik
NCgPR9fL3as,Royal Chicken #viral #food #freestyle #trending #chicken #meat #youtube #video #recipe #like #reels,99,0,11,0,4,21404,422,3,1.97,18500,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/NCgPR9fL3as
FRDd2LE6RxU,Veg Biriyani 🍛 #viral #minivlog #ytshorts #shortsfeed #food #tamil #cooking #biriyani #vegetables,97,0,10,0,16,3411,174,6,5.1,14600,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/FRDd2LE6RxU
tp70lMc-nco,Vitamin rich foods |Foods high in vitamins #viralnow #healthyfam #viral #food #healthyfood #trending,100,1782,7,33,16,9258,35,0,0.38,2670,0,hd,Health,https://www.youtube.com/shorts/tp70lMc-nco
dhR4NVYeXp0,Happy Republic Day || viral #food #cooking #ytshort,51,0,5,0,5,2908,86,45,2.96,2110,0,hd,"Food,Lifestyle,Music of Asia",https://www.youtube.com/shorts/dhR4NVYeXp0
r7EGgyRiH6s,#Marshmallow #Sweet #Viral #Food#ASMR #kovalenkokitchen,55,0,6,0,14,13882,47,2,0.34,518,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/r7EGgyRiH6s
WSWu5EKLwlE,Desi Style Lehsun Chutney ASMR  #shorts #asmr #asmrsounds #food #cooking #recipe #viral,87,409,7,13,6,12980,0,0,0.0,830,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/WSWu5EKLwlE
eEevyycSNAo,Litti Chokha 🔥🤤#shorts #odia #viral #food,41,674,6,16,12,618098,10597,112,1.71,108000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/eEevyycSNAo
2Lm_jYs7oVE,This Grass Helped People Survive Famine | Hidden Food History,61,137,1,5,12,30827,0,0,0.0,8570,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/2Lm_jYs7oVE
5WJEcaQdIS8,instant morning nashta in 2 minutes || #shorts #shortvideo #breakfast #viral #food,82,0,7,0,5,4359,9,1,0.21,7360,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/5WJEcaQdIS8
PkefewJhxkk,Sing if you’d eat it pt 50 #viral #food #4urpage #fy #foodie #memes #fypシ #jesuslovesyou #fyp #fyppp,100,523,11,0,16,4621,0,13,0.0,3150,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/PkefewJhxkk
6GAUjx3czNI,#viral #food #cooking #pulao #recipe #shortvideo #foodie #islamicvideo #hadis #halwa,84,0,10,0,9,4020,68,0,1.69,7900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/6GAUjx3czNI
yzMERSCKB0w,Hariyali Soya Chunks Gravy #viral #viralshorts #short #shorts #shortvideo #youtubeshorts #ytshorts,98,0,7,0,7,283508,4514,8,1.59,82300,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/yzMERSCKB0w
gSMs7lTRJ0E,पंडित जी से मिलने आये लोग😱👌 #shorts #viral #food #trending #youtubeshorts,73,473,15,0,2,26953,0,1,0.0,49500,0,hd,Lifestyle,https://www.youtube.com/shorts/gSMs7lTRJ0E
Xkm0sYMbrJ0,tiranga beautiful cake design #youtubeshorts #viral #cake #trending #video #food #art,85,85,7,0,0,31481,122,0,0.39,478,0,hd,"Food,Hobby,Lifestyle",https://www.youtube.com/shorts/Xkm0sYMbrJ0
YrpwzeR9tXk,Mutton curry 😋 #viral #food #foodie #muttonrecepi #indiancurry #odia #mutton #villagelife #shorts,97,97,10,0,12,42647,334,0,0.78,12500,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/YrpwzeR9tXk
WqIFzGuYPHQ,Okkadini kottali❤️‍🔥 #viral #food #action #fighting #dailouge,61,0,9,0,2,3495,33,1,0.94,138,0,hd,Entertainment,https://www.youtube.com/shorts/WqIFzGuYPHQ
JLzlSx72reI,#funny #comedy #viral #food #shorts #video,42,0,6,0,12,10321,55,0,0.53,22600,0,hd,"Entertainment,Film",https://www.youtube.com/shorts/JLzlSx72reI
dqKVEBlChw4,This $15 Burger Scam Is Absolutely Insane! 🍔 #shorts #burger,60,305,5,9,1,25364,0,3,0.0,1950,0,hd,Entertainment,https://www.youtube.com/shorts/dqKVEBlChw4
drkLxnoSbXA,#music #tereliyehumhaijiye #song #remix #hindisong #love #viral #food #pritamsongs #musicsong,93,0,10,0,14,386566,3166,67,0.82,122000,0,hd,"Music,Music of Asia",https://www.youtube.com/shorts/drkLxnoSbXA
cyxynHw2or4,5 Minute Mein Bangaya😍 #shorts #cooking #minivlog #pahadinamak #food #pahadifood #village #viral,96,96,9,29,8,28416,972,21,3.42,12900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/cyxynHw2or4
tBqPjyc7JKQ,Swargam maama swargam 🥹❤️ #shorts #viral #food #mom #relatable,62,0,8,0,10,5601,36,5,0.64,737,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/tBqPjyc7JKQ
ptaJrf9FvWI,Galti Ho Gya? #ytshorts #shorts #shortsfeed #saudiarabia #lifestyle #viral #trending #minivlog #food,100,100,10,12,3,3530,186,2,5.27,2750,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ptaJrf9FvWI
JoMoFp4Hu0o,#odiafood #odisha#lunch#minivlog#food#odia #viral#trending#shortvideo #veg#shorts#love#youtubeshorts,100,3346,13,0,7,15471,107,8,0.69,7400,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/JoMoFp4Hu0o
3NZFVV0CoiE,Crispy Mooli Papdi | Perfect Tea time snack #shorts #food #recipe #viral #easyrecipe #youtubeshorts,99,1692,7,23,7,9403,94,4,1.0,6970,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/3NZFVV0CoiE
7XDafI06fx8,₹50 food challenge 😍🔥|#shorts #ytshorts #foodchallenge,54,113,7,0,12,16298,0,26,0.0,1840,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/7XDafI06fx8
R51O_0R0QnY,new tadkaaa #strrefoods #food #trending #food #indianstreetfood #viral,70,0,6,0,9,25665,50,0,0.19,57400,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/R51O_0R0QnY
FQBHrxGIQ7U,chinthapandu Pulihora 🤤🌿🍃😋👌🏻👩🏻‍🍳#ytshorts #food #chinthapandupulihora #tamarindrice #viral #cooking,99,294,16,14,12,10932,29,7,0.27,110,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/FQBHrxGIQ7U
r9XJhZZANgc,2 ingredients viral Japanese cheesecake 😱😋🤟🏻#youtubeshort #food #shorts,71,0,7,0,13,12843,129,13,1.0,1110,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/r9XJhZZANgc
KDG0c-B3lNA,The Smartest Way to Keep Food Hot without microwave #shorts #kitchenhacks #viral,80,243,3,13,17,6411,14,0,0.22,24400,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/KDG0c-B3lNA
8PcZ_xGVC8s,#funny #comedy #viral #food #shorts #video,42,0,6,0,12,8370,37,0,0.44,22600,0,hd,Entertainment,https://www.youtube.com/shorts/8PcZ_xGVC8s
C2bc7j-wxE0,Chef Ranveer Brar Obsessed With This Bharwa Mirch #shorts #ranveerbrar #bharwamirchi #viral #food,97,1119,5,6,15,26031,0,0,0.0,150000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/C2bc7j-wxE0
ZvOThdwcFxU,Sing if you’d eat it pt 48 #viral #food #4urpage #fy #foodie #memes #fypシ #jesuslovesyou #fyp #fyppp,100,523,11,0,3,14709,0,24,0.0,3150,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ZvOThdwcFxU
Ey_8WT-iktQ,अचार खाना कितना खतरनाक है👆#shorts #youtubeshorts #trending #viral #food #cooking#funny#yt #reels#new,100,3837,18,27,9,12915,108,4,0.84,63100,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Ey_8WT-iktQ
6BNn1rgKaqM,Cracking the Dried Figs #viral #food #shorts #trending,54,0,4,0,11,8676,26,16,0.3,22300,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/6BNn1rgKaqM
bsAVUJDMbMw,Day-4 Cooking tip's 🤗#cooking #tips #cookingtips #viral #food #trending #shorts,79,50,10,6,13,14961,54,0,0.36,840,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/bsAVUJDMbMw
XL8pLeT8V5o,Tasty Dahi Shimla mirch sabji recipe |  #recipe #shorts #sabzi #food #shimlamirch #viral #cooking,97,513,8,16,12,3906,36,2,0.92,1300,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/XL8pLeT8V5o
zxrAc9BSRvA,Amazing fruit cutting design #fruit #shorts #usa #viral #food #trending #satisfying #cuttingskills,98,0,8,0,16,4965,22,0,0.44,14000,0,hd,"Food,Hobby,Lifestyle",https://www.youtube.com/shorts/zxrAc9BSRvA
