video_id,title,description,published_at,channel_id,channel_title,category_id,category_name,tags,tag_count,duration_sec,definition,caption,licensed_content,view_count,like_count,comment_count,default_audio_lang,music_info,url,subscriber_count,made_for_kids,views_per_hour,publish_day_of_week
6AYfoxXCCuk,Meal prep consistency,"HabitatHuesDaily is your guide to crafting a life and home that feel uniquely yours. We provide daily, insightful facts on everything from mindful gardening and elegant home design to cooking for confidence and finding inner peace. Our mission is to inspire you to cultivate a more beautiful, organized, and vibrant personal habitat, one small, positive change at a time. #HabitatHuesDaily
#HomeDecor
#MindfulLiving
#WellnessJourney
#HabitHacks
#DailyFacts
#HomeInspo
#SelfImprovement",2026-01-28T20:29:17Z,UCL6rbBj9TRlNL-OB_cVy9NQ,Habitat Hues Hub,22,People & Blogs,home decor|gardening tips|cooking hacks|cleaning motivation|pet care|mental health|healthy habits|architecture facts|fitness routines|personal style|beauty tips|nutrition facts|home design|self-care|meal prep|easy meal prep|meal prep on a budget|healthy meal prep|meal prep ideas|budget meal prep|how to meal prep|meal prep for weight loss|meal prep recipes|meal prep for the week|weekly meal prep|meal prep for beginners,26,41.0,hd,False,False,127,2,0,en,None detected,https://www.youtube.com/shorts/6AYfoxXCCuk,24,0,1.82,Wednesday
5LnpF7paZQ8,High Protein Egg Bake,"This cottage cheese egg bake is one of my most popular recipes! 😍

As a dietitian, it’s my favorite way to meal prep a high-protein, delicious, and satisfying breakfast. 🍳

With eggs, cottage cheese, bacon, peppers, and spinach, this breakfast casserole will keep you full and fueled to lunchtime without a problem!

Recipe is on my blog! ⭐️

#mealprep #eggbake #highprotein #cottagecheeserecipes #breakfast",2026-01-28T20:19:59Z,UCUbMAtOIhnfN6LP3wmNXaeg,Table Nutrition,22,People & Blogs,,0,16.0,hd,False,False,3052,27,7,en,None detected,https://www.youtube.com/shorts/5LnpF7paZQ8,352,0,43.69,Wednesday
8gXMPftY9s8,Meal Prep With Me! #sahm #fypシ #relatable #momlife #mealprep #shorts #explore #diy #family #sahmlife,,2026-01-28T20:12:52Z,UCkwN13-jctlThnt8h2zs01Q,Dacia Desiree’,22,People & Blogs,,0,45.0,hd,False,False,2040,1,0,en,None detected,https://www.youtube.com/shorts/8gXMPftY9s8,326,0,29.15,Wednesday
x0NYTG5dVxo,Turn meal prep into a fun weekend activity—cook in bulk a...,Turn meal prep into a fun weekend activity—cook in bulk and freeze portions to save time and money all week.,2026-01-28T20:12:12Z,UC1jTGOm7XwrkRNt-rCdOBhQ,Finance Simplified X,27,Education,curiosity|daily|finances|monwy|rich|shorts,6,8.0,hd,False,False,0,0,0,en,None detected,https://www.youtube.com/shorts/x0NYTG5dVxo,31,0,0.0,Wednesday
nSa2Y0oTFV4,Salad Kit Meal Prep Will Save You So Much Money!! #mealprep,,2026-01-28T20:12:39Z,UCzDyo9KjAS-WVauFp2Tw0DQ,The Home Admin,26,Howto & Style,,0,53.0,hd,False,True,15669,544,21,en,None detected,https://www.youtube.com/shorts/nSa2Y0oTFV4,190000,0,223.89,Wednesday
rETFlFgwuro,SAUSAGE EGG BITES🍳 The perfect grab-and-go high-protein breakfast🩷#breakfast #recipe #shorts,,2026-01-28T20:00:56Z,UCDdw2rMuF7VwJdloIcGoASQ,Jordan Sara,22,People & Blogs,,0,24.0,hd,False,True,1294,22,0,en-US,None detected,https://www.youtube.com/shorts/rETFlFgwuro,22400,0,18.44,Wednesday
NihAoePC3RI,Do This Before Going to the Grocery Store | Simple Tips to Eat Better for Less,"A little planning before you shop can help you save money and make healthier food choices. In this short video, our educator shares easy, realistic tips you can do before heading to the grocery store.

You’ll learn how to:
 • Check what food you already have at home
 • Make a short shopping list to stay on budget
 • Plan 1–2 simple meals for the week
 • Avoid impulse buys by eating a small snack first
 • Think about all MyPlate food groups when planning meals

These small steps can make grocery shopping less stressful and help your food dollars go further.

👉 Follow along for more grocery store tours, meal planning tips, and budget-friendly nutrition ideas.

Programs: EFNEP
Based on: USDA MyPlate guidance

#GroceryStoreTips #EatBetterForLess #MealPlanning #HealthyShopping #MyPlate #uarizonacnep",2026-01-28T23:27:54Z,UCe1JNPolgcMlBdOuN_Wu1Aw,Seat at the Table,22,People & Blogs,,0,22.0,hd,False,False,896,15,0,en,None detected,https://www.youtube.com/shorts/NihAoePC3RI,13,0,13.43,Wednesday
3R6prEsZRgc,FROM FREEZER TO TABLE Fast Easy MEALS ON A BUDGET Creamed Corn Casserole DELICIOUS! YUM!,fast easy casseroles from freezer to table in 5 minutes #mealsonabudget,2026-01-28T23:06:11Z,UCiD6kDcODvFjitHbpa2ITrw,ULTIMATE GOLDEN GIRL ,24,Entertainment,,0,53.0,hd,False,True,292,2,0,en,None detected,https://www.youtube.com/shorts/3R6prEsZRgc,22100,0,4.35,Wednesday
HR0waySUd2o,Budget-Friendly Street Foods: Prices That Amaze! #StreetFoodDeals #CheapEats #FoodieAdventure,Explore unbelievably cheap street food that won't break the bank!,2026-01-28T22:56:45Z,UCM1ucFr5Iy4hhH0dZDOEXfg,Food Corner,19,Travel & Events,BudgetFriendly|CheapEats|FoodAdventure|FoodieFinds|SavvyTraveler|StreetFood|TravelEats,7,16.0,hd,False,False,1005,3,0,en,None detected,https://www.youtube.com/shorts/HR0waySUd2o,48,0,14.94,Wednesday
8VIk59_kPdw,"Affordable Singaporean & Malaysian food on Majn Street, Vancouver BC","🍜 Affordable Singaporean & Malaysian Food on Main Street 🍜
.
If you’re looking for a budget friendly Singaporean and Malaysian food spot in Vancouver, Hawkers Delight on Main Street is a great option to check out!
.
Every dish is UNDER $15, making it one of the best budget-friendly eats in Vancouver. Also keep in mind, they only accept CASH OR DEBIT ONLY!
.
📍Hawker’s Delight - 4127 Main Street, Vancouver, BC #media #metrovancouver #budgetfriendly #malaysianfood #yvrfood",2026-01-28T21:28:59Z,UCT1vgaB7lCPwnLi2frd8TgA,heyitsjesschan,22,People & Blogs,,0,31.0,hd,False,True,3101,74,0,en-CA,None detected,https://www.youtube.com/shorts/8VIk59_kPdw,4540,0,45.13,Wednesday
DKnzZ67D7tk,#friedchicken #stuffing butter fried #hominy Lunch meal ideas on a low income budget,,2026-01-28T21:00:26Z,UChmrgDYGb7uf8Kx7wctarkw,Chris Leon,22,People & Blogs,,0,17.0,hd,False,True,183,10,4,en,None detected,https://www.youtube.com/shorts/DKnzZ67D7tk,2200,0,2.64,Wednesday
c7P4Zvg5-ao,This $2 chicken fed the family #cheap #dinner #chickenrecipes #bargain #food #chickendinner,,2026-01-28T20:37:11Z,UCn_-tH8QmR9IzJ-mDs0tMQQ,THE BARGAIN BLOKE,22,People & Blogs,,0,31.0,hd,False,False,3983,30,3,en,None detected,https://www.youtube.com/shorts/c7P4Zvg5-ao,14,0,57.25,Wednesday
7zuFzvsPYGM,poor man's poke bowl 🐟🍚,Tuna mayo bowl for the budget conscious,2026-01-28T20:05:43Z,UCM0OMyKWlevH90Q-Wu1sSLg,Doi-san,24,Entertainment,tuna mayo|spicy tuna mayo|tuna mayo bowl|canned tuna recipes|budget friendly recipes|college recipes|university recipes|no money recipes|canned tuna|how to make tuna mayo|tuna mayo recipe|how to make spicy tuna mayo|kewpie mayo recipes|sriracha recipes|how to use canned tuna|japanese tuna mayo|japanese tuna recipes|japanese recipes|japanese cooking|kombini|japanese convenience stores|cute cats|black cats|cats|cat videos|cute cat videos|japan|tuna,28,43.0,hd,False,False,7169,395,17,en,None detected,https://www.youtube.com/shorts/7zuFzvsPYGM,1200,0,102.27,Wednesday
vhATa9ig8zk,Reheat… food from yesterday #cinematography #economics #budget #lifestyle,,2026-01-28T19:55:41Z,UCMAJDj69UsNrcmhP2GyRKwQ,Sharon,22,People & Blogs,,0,18.0,hd,False,False,2,1,0,en,None detected,https://www.youtube.com/shorts/vhATa9ig8zk,0,0,0.03,Wednesday
F9snfJ37OcE,"broke but still eating. no cooking, comfort food on a ₦700 budget.",,2026-01-28T19:15:29Z,UCnkGLrqcO_rewFNZNn0c8KA,Broke But Eating,22,People & Blogs,,0,38.0,hd,False,False,61,2,0,en,None detected,https://www.youtube.com/shorts/F9snfJ37OcE,4,0,0.86,Wednesday
sstLAM3iT2o,The og Burger King,Burger King owns its name across the U.S. — except for one small town in Illinois where a local restaurant beat them to it. #food #FoodFacts #shorts #viral #fastfood #burgerking,2026-01-28T23:45:55Z,UCmZZoYTRlD3yZ1A8p2VnQhQ,Food pulse,24,Entertainment,,0,54.0,hd,False,False,10003,399,6,en-US,None detected,https://www.youtube.com/shorts/sstLAM3iT2o,136,0,150.58,Wednesday
Yc65KoXSaK0,cats take over fast food,cats taking over a fast food restaurant,2026-01-28T23:43:34Z,UCOikAUfO2S7N866ud4ENaHQ,House of Locke,26,Howto & Style,,0,10.0,hd,False,False,5,2,0,en-US,None detected,https://www.youtube.com/shorts/Yc65KoXSaK0,43,0,0.08,Wednesday
NcA4Skzh5FY,Body Organs Speak: How Fast Food Destroys You Inside 🍔,"A short educational cartoon where body organs talk from inside the body, explaining in a simple but shocking way how fast food harms your health over time.",2026-01-28T23:34:30Z,UCQyhCb7g9FQWedJ7iWay59g,MindTalks,27,Education,,0,31.0,hd,False,False,1260,32,0,en-US,None detected,https://www.youtube.com/shorts/NcA4Skzh5FY,28,0,18.91,Wednesday
PLZvEfcvNf4,"If you could only eat one fast food place for the rest of your life, what would it be?",,2026-01-28T23:10:34Z,UCSxX-IUvV4Mb5Tm9N50pxvA,SwaggyDirk,24,Entertainment,,0,15.0,hd,False,False,1316,29,2,en,None detected,https://www.youtube.com/shorts/PLZvEfcvNf4,2210,0,19.64,Wednesday
6seVsTHJkD0,IS THIS FAST FOOD LIST GOOD?🤔🍟 #subscribe #youtubeshorts #fastfood #ranking #giveawayyy #subup,,2026-01-28T23:04:44Z,UCPo3res2Emzlde5OPeFzU_w,goodyYT,20,Gaming,,0,57.0,hd,False,False,1132,52,1,en,None detected,https://www.youtube.com/shorts/6seVsTHJkD0,513,0,16.87,Wednesday
w18Y8solieM,McDonald’s Fast Food - Changeable Happy Meal Toys - Day 2 What Toy Will I Get Today?,,2026-01-28T23:01:11Z,UC2IEAkS-ygZlBeo_EC94svA,80s ToyHunter,19,Travel & Events,mcdonalds|mcdonalds happy meal|mcdonald's|fast food|cheeseburger|cheeseburger happy meal|mcdonalds app|happy meal toy|fast food review|restaurant review|st louis|st louis places to eat|mcdonalds fries|mcdonalds chicken nuggets|fast food mukbang|fast food prices|fast food toy reviews|fast food asmr|fast food hacks|french fries|dr pepper|happy meal toys|happy meal|adult happy meal|mystery toy|food|disney|toy|changeables|changeable|transformers|dino,32,56.0,hd,False,True,806,11,0,en,None detected,https://www.youtube.com/shorts/w18Y8solieM,13600,0,12.0,Wednesday
yERLhdo3cgY,FAST FOOD TIER LIST in Link! #fastfood #food #restaurant #chicken #burger #mcdonalds #tierlist #taco,,2026-01-28T23:01:14Z,UCSpqYatcwZS97jBdL0dEs8Q,The JD Theory,22,People & Blogs,,0,32.0,hd,False,False,652,8,1,en,None detected,https://www.youtube.com/shorts/yERLhdo3cgY,160,0,9.71,Wednesday
f4twRJSrwwg,More Protein Less Calories Fast Food Hacks👀,#highvolume #weightloss #nutrition #weightlosstips #healthy #diet #macros #macrofiendly #lowcalorie #fatloss #caloriedefecit #health #lowcarb #nutrition #highprotein #lowcalorie #gym #recipe #food #diet #fitness #food #foodie #fastfood #snacks #snacks #treat #desert #fastfood #sweet #sweets #desert #pandaexpress,2026-01-28T22:57:08Z,UCJUHZBu5wEfnsfRuAdknbnA,Flavorful Solutions ,22,People & Blogs,,0,30.0,hd,False,False,8241,166,3,en,None detected,https://www.youtube.com/shorts/f4twRJSrwwg,15900,0,122.55,Wednesday
pfhJRQpAprA,New Luxe value menu items #shorts #fastfood #authenticallyChandra foodvlogs,,2026-01-28T22:42:15Z,UC2Ydp-vpXYNns3n8Xbbl2eQ,Chandra Tries,22,People & Blogs,,0,34.0,hd,False,False,1517,59,1,en,None detected,https://www.youtube.com/shorts/pfhJRQpAprA,311,0,22.48,Wednesday
imkaasenZM0,You Won't Believe How These Fast Food chain Started (Then vs Now) 2026 #shorts #shortvideo,You Won't Believe How These Fast Food chain Started (Then vs Now) 2026 #shorts #shortvideo #fastfood #fastfoodshorts #thenandnow,2026-01-28T22:13:00Z,UC6Jl6kGVmoH9M1ZsEGSb31w,Timeless Vault ,24,Entertainment,,0,17.0,hd,False,False,5148,100,3,en,None detected,https://www.youtube.com/shorts/imkaasenZM0,9230,0,75.73,Wednesday
c2aFtB4x8tY,rating these fast foods,,2026-01-28T22:00:13Z,UCS0Gat37AhV8imGlCINxChQ,Cookie Crew,22,People & Blogs,,0,56.0,hd,False,False,673,6,0,en,None detected,https://www.youtube.com/shorts/c2aFtB4x8tY,23,0,9.87,Wednesday
dY2Vs9BNnd4,UNBOXING AMERICAN FAST FOOD  #shorts,"TRYING AMERICAN FAST FOOD BOX: https://www.youtube.com/watch?v=HMfZiJB6GX8 
Email: itsgbros@gmail.com
Instagram: https://www.instagram.com/itsgbros/ 
TikTok: https://www.tiktok.com/@itsgbros",2026-01-28T22:00:43Z,UC7G3qm0Vqlo42lGXzu1P6UQ,GBROS,24,Entertainment,,0,41.0,hd,False,False,628,8,0,en,None detected,https://www.youtube.com/shorts/dY2Vs9BNnd4,1520,0,9.21,Wednesday
Lu586P-eCug,Day 26 of FAST FOOD FAT LOSS @7elevencanada #fatloss #diet #flexibledieting #viral #weightloss,,2026-01-28T21:52:41Z,UCPhjlBsVyYgc_CfDA8fuhUw,Brando Brenneis,22,People & Blogs,,0,49.0,hd,False,False,1405,40,4,en,None detected,https://www.youtube.com/shorts/Lu586P-eCug,236,0,20.57,Wednesday
9hk1wQuHaKU,Would you eat this? 🤤#countrymusic #shorts #food #fastfood #fastdinner #foodvideo #foodie,,2026-01-28T21:38:18Z,UC5KzfTkVSJhcNAjeqr2wJyQ,FastTastyEats,22,People & Blogs,,0,52.0,hd,False,False,11,1,0,en,None detected,https://www.youtube.com/shorts/9hk1wQuHaKU,0,0,0.16,Wednesday
gui4Ya3ULTs,History of Korean Fried Chicken,"When American troops stationed in South Korea during the 1950s introduced the deep-frying method to the locals, a new delicacy was born...

Sources (tiktoks):

@chu.berup
@mayofood
@jinsik_eats
@asmrrfoodie
@laaainebernardo
@euniceloisss
@d0d_x

#shorts #food #facts",2026-01-28T21:26:10Z,UCZ-A0OzgIKbWtdiSlcHjyaQ,Forgotten Fronts,24,Entertainment,korean fried chicken|korean war|fried chicken,3,38.0,hd,False,False,11015,352,3,en,None detected,https://www.youtube.com/shorts/gui4Ya3ULTs,40,0,160.19,Wednesday
XD7dzSBcz4U,Taco Bell Mini Taco Salad #tacobell #tacosalad #review #foodie #fastfood #dinner,"I can’t believe how cute it is😂. Did I say that enough?! lol.  Anywho, I actually really liked this mini taco salad. Bi switched from beef to chicken and it was good!  I did get a side of chips and cheese because I wasn’t sure how big the salad was.  The chipotle sauce had a nice kick to it too!  I will definitely be getting one again soon!  Hope it stays on the menu for a little while:)",2026-01-28T21:22:40Z,UCRY0GnTlRlC6rM51cjL7a7Q,HeyItsRascal,22,People & Blogs,,0,39.0,hd,False,False,1918,33,0,en,None detected,https://www.youtube.com/shorts/XD7dzSBcz4U,16,0,27.87,Wednesday
StlFZPRwVN4,Outback Wings Bloomin Burger w Mac and Cheese #wings #burger #macncheese #fastfood #bread #ranch,,2026-01-28T21:07:21Z,UCs8kxV1PJK0unEhoAU6WZ8A,keyz_amazing,22,People & Blogs,,0,25.0,hd,False,True,742,13,15,en,None detected,https://www.youtube.com/shorts/StlFZPRwVN4,1470,0,10.74,Wednesday
_qBghAEmK7g,How many free drinks can I get from fast food restaurants? #fastfood #food #drink #soda,,2026-01-28T21:04:00Z,UC5ZvgNR0_7bwUkY3xsGo0vQ,Xavion Page,24,Entertainment,,0,60.0,hd,False,True,341,19,12,en,None detected,https://www.youtube.com/shorts/_qBghAEmK7g,11900,0,4.93,Wednesday
WbpWOuTav7s,facts about dunkin donuts!#facts#habitsthatchangeyourlife #fastfood#drink#viral#like #subscribe,,2026-01-28T20:47:03Z,UCdYaW2rdKQK2dAKrVnx-asw,interest facts,22,People & Blogs,,0,24.0,hd,False,False,2589,36,1,en,None detected,https://www.youtube.com/shorts/WbpWOuTav7s,34,0,37.3,Wednesday
cKKvn9vJ2zI,😍😱 #explore #food #canadianstyle #fastfood #ottawa,,2026-01-28T20:44:46Z,UC50Icdpl1avQZtXQPr3nP6g,King K,22,People & Blogs,,0,8.0,hd,False,False,934,8,0,en,None detected,https://www.youtube.com/shorts/cKKvn9vJ2zI,28,0,13.45,Wednesday
LR_D-R_p3Rg,THE BEST FAST FOOD BURGER SPOT #culvers,,2026-01-28T20:36:43Z,UC8UAVRPpWJCmeniRtURdrkw,MetaDAKE,20,Gaming,,0,6.0,hd,False,False,129,1,0,en,None detected,https://www.youtube.com/shorts/LR_D-R_p3Rg,1860,0,1.85,Wednesday
CVGruZlEyK4,You’ll Think Twice Before Eating Fast Food After Watching This 🤯,"This viral 3D medical animation shows the shocking journey of fast food inside the human body.
From digestion to how it affects your brain, heart, and energy levels — this video visually explains the real impact of your daily food choices.
Educational, powerful, and eye-opening.

fast food digestion
inside body animation
food effect on brain
viral health video
educational reels about food
fast food impact
what happens eating junk food
3d anatomy food video

⚠️ Disclaimer
This content is for educational and visual awareness only. It does not provide medical advice. Consult a professional for health concerns.


#ViralVideo
#FastFoodLover
#HealthReels
#FoodVideo
#BodyInside
#InsideTheBody
#FoodProcess
#DigestThis
#EatSmart
#HealthTok
#ScienceContent
#EducationTok
#ReelsTrending
#TikTokViral
#ShortsTrending
#YouTubeViral
#ViralEducation
#HiddenTruth
#FoodTruth
#RealFacts
#MindBlown",2026-01-28T20:29:45Z,UCycAXU1T___E71t7JIk7fuw,Inside Health,28,Science & Technology,,0,19.0,hd,False,False,0,0,0,en-US,None detected,https://www.youtube.com/shorts/CVGruZlEyK4,166,0,0.0,Wednesday
aJTjxp69Cd8,Tim's Fast Food Shop x Farmfoods #food #chicken #firedchicken #shorts #reals,,2026-01-28T20:06:58Z,UCTM3jTV_FIfdrc9-JDNZ_kg,鄭笑傑經營Tim式妓扒快餐店,22,People & Blogs,,0,48.0,hd,False,False,1408,12,0,en,None detected,https://www.youtube.com/shorts/aJTjxp69Cd8,4,0,20.09,Wednesday
gWqZxGBs5kU,60 cm BAQUETTE #shorts #asmr #food,,2026-01-28T20:05:23Z,UCWEHK2kN6X0pxiJ7wrDktqw,Foostlb,22,People & Blogs,,0,43.0,hd,False,False,7134,336,2,en,None detected,https://www.youtube.com/shorts/gWqZxGBs5kU,971,0,101.76,Wednesday
zP2L7EVRglQ,McDonald’s Once Sold Pizza — and It Failed Spectacularly #fastfood,"Why did McDonald’s McPizza fail? This real fast-food story explains why McDonald’s tried selling pizza, how it slowed drive-thrus, confused customers, and why the experiment was abandoned despite pizza’s popularity.

#McDonalds #McPizza #FastFoodHistory #FoodOni  #RealFoodStories #FastFoodFacts #ViralFood",2026-01-28T20:00:52Z,UC6sWPHmOUgXNIjp1raxrKTg,Taste Tales,27,Education,,0,40.0,hd,False,False,3963,69,2,en,None detected,https://www.youtube.com/shorts/zP2L7EVRglQ,1420,0,56.47,Wednesday
Gu08CpI111o,Giant Papa Gami eating chili #Fast food #Chili #Food #Challenge #Spicy #shorts,,2026-01-28T20:00:24Z,UCdIkyDOgr7NqYSaQlZhtsxQ,SHEER-BHAI,24,Entertainment,,0,11.0,hd,False,False,4689,0,0,en-US,None detected,https://www.youtube.com/shorts/Gu08CpI111o,17200,0,66.8,Wednesday
aSYDHWKZ148,I Stole EVERY Burger-Mobile! 🍔 (Roblox Fast Food Tycoon) #roblox #shorts,"Playing Roblox Fast Food Tycoon and I stole everyone's Burger Mobiles!🍔🚗 Funny Moments in Roblox #shorts #short 
Lots of Fun Lots of Laughs, Subscribe & Like if you Enjoy!
#robloxfunny #roblox #clips",2026-01-28T19:57:36Z,UCLtPAb8DCHvWrpljqcfwD5g,BurgerMan,20,Gaming,Fast Food Tycoon|Fast Food Simulator|Roblox|Roblox Tycoon|Roblox Simulator|Roblox Gameplay|Fast Food Restaurant|Restaurant Tycoon|Roblox Funny|Funny Moments|Roblox 2026|Tycoon Gameplay|Simulator Gameplay|How to play Fast Food Tycoon|Roblox Fast Food|Building a Restaurant|Roblox Business|Fast Food Tycoon Secrets|Roblox Tycoon 2026|Roblox Shorts|Gaming|roblox|burgermobile|burger|burgerman|clips|roblox tycoon|roblox simulator|gameplay|funny|roblox game,31,45.0,hd,False,False,979,12,0,en-US,None detected,https://www.youtube.com/shorts/aSYDHWKZ148,25,0,13.94,Wednesday
8091g6b4kk8,FAST FOOD SMART SWAPS,"👉 Click link in bio to finally get lean without restrictions
😡 Are you SUBSCRIBED


here's what you could eat for less calories…


______

No, you’re not eating all this at once — it just shows how much more food you can enjoy when you make smarter choices.

You don’t need to give up fast food.
You just need to outsmart it.",2026-01-28T19:36:38Z,UCHzxf-CRVSA_-U4efdTRbCg,NickKaz Fit,22,People & Blogs,,0,34.0,hd,False,True,23219,722,19,en,None detected,https://www.youtube.com/shorts/8091g6b4kk8,124000,0,328.94,Wednesday
xPL7HDnG7S8,FAST FOOD SMART SWAPS,"👉 Click link in bio to finally get lean without restrictions
😡 Are you SUBSCRIBED


here's what you could eat for less calories…


______

No, you’re not eating all this at once — it just shows how much more food you can enjoy when you make smarter choices.

You don’t need to give up fast food.
You just need to outsmart it.",2026-01-28T19:33:34Z,UCHzxf-CRVSA_-U4efdTRbCg,NickKaz Fit,22,People & Blogs,,0,52.0,hd,False,True,25886,1334,11,en,None detected,https://www.youtube.com/shorts/xPL7HDnG7S8,124000,0,366.46,Wednesday
CQBXLJ5x7T0,ASMR Satisfying Eating! Whats Your Favourite Fast Food 🌭 #asmr #fastfood #satisfyinglips,,2026-01-28T19:26:04Z,UCtMq7I55sZJcvaWac2-z4Sw,Satisfying Lips,24,Entertainment,,0,41.0,hd,False,True,41667,1075,45,en,None detected,https://www.youtube.com/shorts/CQBXLJ5x7T0,3580000,0,588.83,Wednesday
fZdSSYqupgs,What would you rather? FAST FOOD EDITION #food #fastfood,,2026-01-28T19:17:51Z,UC8Kh2V7zXItDybyYMxSKW1A,QuickChoice,24,Entertainment,would you rather|this or that|fast food edition|quiz shorts|youtube shorts|yt shorts|choice game|a or b|viral shorts,9,26.0,hd,False,False,2150,22,2,en,None detected,https://www.youtube.com/shorts/fZdSSYqupgs,9,0,30.32,Wednesday
hhS5j3XX5qc,Ranking Fast Food #fastfood #food #foodie #foodtiktok,Ranking Fast Food #fastfood #food #foodie #foodtiktok,2026-01-28T19:15:32Z,UCrfazZkwgZlGisUMXoXs0pg,Anxiety Doll,22,People & Blogs,,0,12.0,hd,False,True,392,3,1,en,None detected,https://www.youtube.com/shorts/hhS5j3XX5qc,22100,0,5.53,Wednesday
kzvVHKc0K3Y,Fast Food Order Challenge  Can We Get It Right,,2026-01-28T19:07:24Z,UCQRkiVRJWtSOrvpvek7ZjIg,Max Pron,24,Entertainment,,0,24.0,hd,False,False,1660,20,0,en-US,None detected,https://www.youtube.com/shorts/kzvVHKc0K3Y,277,0,23.36,Wednesday
bJS1rjH8amU,🦗 Crickets = Fast Food 🥩 Red Runners = STEAK,"🦗 Crickets = Fast Food
🥩 Red Runners = STEAK

If crickets are the drive-thru fries of the reptile world…
Red runners are a juicy, protein-packed steak dinner.

🔥 Higher protein
🔥 Better nutrition
🔥 More energy for growth, color, and overall health

Why settle for fast food when your reptiles can feast like predators?
Upgrade the menu. Serve steak.

#RedRunners #ReptileNutrition #FeedBetter #NotFastFood",2026-01-28T18:55:26Z,UCXPrhHfDYrzcSWy12-qXReQ,MiceDirect,22,People & Blogs,,0,23.0,hd,False,False,1273,15,1,en,None detected,https://www.youtube.com/shorts/bJS1rjH8amU,15,0,17.86,Wednesday
W3ufozsRzQM,OMG🔊😨🫣#wingstop #mukbangeatingshow #eatingvideo #jennaortega #fastfood,,2026-01-28T18:45:00Z,UCqz_79LkeNtt-S0kQ8kstFg,Emma Bender,22,People & Blogs,,0,32.0,hd,False,True,20809,86,4,en,None detected,https://www.youtube.com/shorts/W3ufozsRzQM,160000,0,291.25,Wednesday
AQDNVLy75ao,Carnitas Fries That Beat Fast Food 🔥 Loaded Mexican Fries Recipe,"Turn your favorite fast food snack into a Muy Bueno masterpiece 🌮🔥
These crave-worthy Carnitas Fries are loaded with crispy homemade fries, tender pulled pork, melty cheese, creamy guacamole, fresh salsa, and a drizzle of tangy crema. 
Perfect for game day, parties, or anytime the cravings hit hard. 

#CarnitasFries #LoadedFries #MexicanFoodLovers #GameDayEats #PulledPork #ComfortFood #EasyRecipes #SnackGoals #MuyBueno #MuyBuenoCooking #MexicanFoodLovers 

RECIPE: https://muybuenoblog.com/carnitas-fries/",2026-01-28T18:31:26Z,UCbAE6HwGk6aiQBb8TTjsp4A,Muy Bueno,22,People & Blogs,Muy Bueno|carnitas fries|comfort food recipes|crispy fries|easy appetizer|game day food|homemade fries|loaded fries|mexican fries|mexican street food|party food ideas|pulled pork fries|snack recipes,13,16.0,hd,False,True,95,5,0,en,None detected,https://www.youtube.com/shorts/AQDNVLy75ao,26000,0,1.33,Wednesday
FUM6_uQmLX4,FAST FOOD #foryou #latest #like #subscribe #trending #trendingshorts #viral #viralvideo #trending,,2026-01-28T18:26:22Z,UCkMITB49ZqRQGG5_xI6z9jQ,FOR  KIDS,22,People & Blogs,,0,17.0,hd,False,False,1,1,0,en,None detected,https://www.youtube.com/shorts/FUM6_uQmLX4,0,0,0.01,Wednesday
VHrXNVdR12M,How Nashville Hot Chicken Started! 🐔🐔 #food #shorts #chicken #nashvillehotchicken,The Origins Of Nashville Hot Chicken! 🐔🐔🐔,2026-01-28T18:19:07Z,UCSL5rIfSt0voyE0cNGhh3sg,AClips,22,People & Blogs,food|chicken|nashvillehotchicken,3,20.0,hd,False,False,4232,45,0,en,None detected,https://www.youtube.com/shorts/VHrXNVdR12M,88,0,58.88,Wednesday
hLQxOsxuRNU,popeyes chicken sandwich #review #food #fastfood #cheap #foodie #chicken #rewards #free #hungry #yum,,2026-01-28T18:16:02Z,UCVcRHIXVrHMTCihwTRiiPDQ,Chris's Reviews,22,People & Blogs,,0,5.0,hd,False,False,2,0,0,en,None detected,https://www.youtube.com/shorts/hLQxOsxuRNU,16,1,0.03,Wednesday
Suh6l64O_mY,FAST FOOD #foryou #latest #like #subscribe #trending #trendingshorts #viral #viralvideo #kids,,2026-01-28T18:16:19Z,UCkMITB49ZqRQGG5_xI6z9jQ,FOR  KIDS,22,People & Blogs,,0,16.0,hd,False,False,3,1,0,en,None detected,https://www.youtube.com/shorts/Suh6l64O_mY,0,1,0.04,Wednesday
ev8btH87IDM,Dough with minced meat. #food #fastfood #artculinaire #recipe #bonnecuisine,"🎵:@NoCopyrightSounds 
Ingredients:",2026-01-28T18:15:07Z,UCEI8VFWCvaaprcdWhXZxy7A,Dream Kitchen ,22,People & Blogs,Kitchen|delicious food|fast and tasty,3,41.0,hd,False,False,759,5,0,en,None detected,https://www.youtube.com/shorts/ev8btH87IDM,43,0,10.55,Wednesday
